2024-10-22 11:44:44 INFO  presentation.MainApp - hi hafsa!
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:17:14 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - Liste de toutes les équipes:
2024-10-26 21:17:20 INFO  o.k.controller.EquipeController - Tentative d'obtention de toutes les équipes
2024-10-26 21:17:20 INFO  o.k.service.impl.EquipeServiceImpl - Récupération de toutes les équipes
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - ID: 1, Nom: MILA, Classement: 0
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:17:20 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:17:28 INFO  org.krosmozClash.util.ConsoleLogger - Ajout d'un joueur à une équipe
2024-10-26 21:17:28 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID de l'équipe:
2024-10-26 21:17:32 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID du joueur à ajouter:
2024-10-26 21:17:33 INFO  o.k.controller.EquipeController - Tentative d'ajout du joueur 2 à l'équipe 1
2024-10-26 21:17:33 INFO  o.k.service.impl.EquipeServiceImpl - Ajout du joueur 2 à l'équipe 1
2024-10-26 21:17:33 INFO  o.k.dao.impl.EquipeDaoImpl - Equipe modifiée avec l'ID: 1
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - Joueur ajouté à l'équipe avec succès (si les deux existent).
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:17:33 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:17:41 INFO  org.krosmozClash.util.ConsoleLogger - Retrait d'un joueur d'une équipe
2024-10-26 21:17:41 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID de l'équipe:
2024-10-26 21:17:43 INFO  org.krosmozClash.util.ConsoleLogger - Entrez l'ID du joueur à retirer:
2024-10-26 21:17:46 INFO  o.k.controller.EquipeController - Tentative de retrait du joueur 2 de l'équipe 2
2024-10-26 21:17:46 INFO  o.k.service.impl.EquipeServiceImpl - Retrait du joueur 2 de l'équipe 2
2024-10-26 21:17:46 WARN  o.k.dao.impl.EquipeDaoImpl - Tentative de retrait d'un joueur d'une équipe inexistante avec l'ID: 2
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - Joueur retiré de l'équipe avec succès (si les deux existent).
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:17:46 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - Liste de toutes les équipes:
2024-10-26 21:17:57 INFO  o.k.controller.EquipeController - Tentative d'obtention de toutes les équipes
2024-10-26 21:17:57 INFO  o.k.service.impl.EquipeServiceImpl - Récupération de toutes les équipes
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - ID: 1, Nom: MILA, Classement: 0
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - Menu Équipe:
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 1. Créer une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 2. Modifier une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 3. Supprimer une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 4. Afficher une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 5. Afficher toutes les équipes
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 6. Ajouter un joueur à une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 7. Retirer un joueur d'une équipe
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - 0. Retour au menu principal
2024-10-26 21:17:57 INFO  org.krosmozClash.util.ConsoleLogger - Choisissez une option:
2024-10-26 21:37:01 INFO  o.krosmozClash.presentation.Console - Starting the application
2024-10-26 21:37:02 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:37:02 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:37:02 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:37:03 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:37:03 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:37:04 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:37:04 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:04 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'h2WebServer' defined in class path resource [applicationContext.xml]: Invocation of init method failed; nested exception is org.h2.jdbc.JdbcSQLNonTransientConnectionException: Exception à l'ouverture du port "8082" (le port est peut-être en cours d'utilisation), cause: "java.net.BindException: Address already in use: bind"
Exception opening port "8082" (port may be in use), cause: "java.net.BindException: Address already in use: bind" [90061-214]
2024-10-26 21:37:04 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:07 INFO  o.krosmozClash.presentation.Console - Starting the application
2024-10-26 21:37:07 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:37:07 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:37:07 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:37:08 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:37:08 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:37:09 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:37:09 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:09 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'h2WebServer' defined in class path resource [applicationContext.xml]: Invocation of init method failed; nested exception is org.h2.jdbc.JdbcSQLNonTransientConnectionException: Exception à l'ouverture du port "8082" (le port est peut-être en cours d'utilisation), cause: "java.net.BindException: Address already in use: bind"
Exception opening port "8082" (port may be in use), cause: "java.net.BindException: Address already in use: bind" [90061-214]
2024-10-26 21:37:09 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:26 INFO  o.krosmozClash.presentation.Console - Démarrage de l'application
2024-10-26 21:37:26 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:37:26 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:37:26 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:37:27 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:37:27 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:37:28 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:37:28 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:28 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'h2WebServer' defined in class path resource [applicationContext.xml]: Invocation of init method failed; nested exception is org.h2.jdbc.JdbcSQLNonTransientConnectionException: Exception à l'ouverture du port "8082" (le port est peut-être en cours d'utilisation), cause: "java.net.BindException: Address already in use: bind"
Exception opening port "8082" (port may be in use), cause: "java.net.BindException: Address already in use: bind" [90061-214]
2024-10-26 21:37:28 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:29 INFO  o.krosmozClash.presentation.Console - Démarrage de l'application
2024-10-26 21:37:30 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:37:30 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:37:30 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:37:31 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:37:31 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:37:32 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:37:32 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:37:32 WARN  o.s.c.s.ClassPathXmlApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'h2WebServer' defined in class path resource [applicationContext.xml]: Invocation of init method failed; nested exception is org.h2.jdbc.JdbcSQLNonTransientConnectionException: Exception à l'ouverture du port "8082" (le port est peut-être en cours d'utilisation), cause: "java.net.BindException: Address already in use: bind"
Exception opening port "8082" (port may be in use), cause: "java.net.BindException: Address already in use: bind" [90061-214]
2024-10-26 21:37:32 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:38:03 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:38:03 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:38:03 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:38:03 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:38:04 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:38:04 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:38:04 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:38:04 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.1.14:8082
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - Main Menu:
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - 1. Player Management
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - 2. Team Management
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - 3. Tournament Management
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - 4. Game Management
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quit
2024-10-26 21:38:04 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:41:27 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:41:27 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:41:27 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:41:28 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:41:28 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:41:29 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:41:29 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:41:30 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.1.14:8082
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - Main Menu:
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - 1. Player Management
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - 2. Team Management
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - 3. Tournament Management
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - 4. Game Management
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quit
2024-10-26 21:41:30 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - Player Menu:
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 1. Register a player
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a player
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a player
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a player
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all players
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 6. View players in a team
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:41:37 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:41:41 INFO  org.krosmozClash.util.ConsoleLogger - Enter the player's username:
2024-10-26 21:41:44 INFO  org.krosmozClash.util.ConsoleLogger - Enter the player's age:
2024-10-26 21:41:47 INFO  o.k.controller.JoueurController - Tentative d'inscription d'un nouveau joueur: HAFSA
2024-10-26 21:41:47 INFO  o.k.service.impl.JoueurServiceImpl - Inscription d'un nouveau joueur
2024-10-26 21:41:47 INFO  o.k.dao.impl.JoueurDaoImpl - Joueur inscrit avec l'ID: 1
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - Player successfully registered. ID: 1
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - Player Menu:
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 1. Register a player
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a player
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a player
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a player
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all players
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 6. View players in a team
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:41:47 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - Main Menu:
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - 1. Player Management
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - 2. Team Management
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - 3. Tournament Management
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - 4. Game Management
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quit
2024-10-26 21:41:55 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - Team Menu:
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 1. Create a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all teams
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 6. Add a player to a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 7. Remove a player from a team
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:41:59 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:42:00 INFO  org.krosmozClash.util.ConsoleLogger - Creating a new team
2024-10-26 21:42:00 INFO  org.krosmozClash.util.ConsoleLogger - Enter the team name:
2024-10-26 21:42:05 INFO  o.k.controller.EquipeController - Tentative de création d'une nouvelle équipe: MILA
2024-10-26 21:42:05 INFO  o.k.service.impl.EquipeServiceImpl - Création d'une nouvelle équipe
2024-10-26 21:42:05 INFO  o.k.dao.impl.EquipeDaoImpl - Equipe créée avec l'ID: 1
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - Team created successfully. ID:  1
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - Team Menu:
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 1. Create a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all teams
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 6. Add a player to a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 7. Remove a player from a team
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:42:05 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:42:17 INFO  org.krosmozClash.util.ConsoleLogger - Adding a player to a team
2024-10-26 21:42:17 INFO  org.krosmozClash.util.ConsoleLogger - Enter the team ID:
2024-10-26 21:42:20 INFO  org.krosmozClash.util.ConsoleLogger - Enter the player ID to add:
2024-10-26 21:42:24 INFO  o.k.controller.EquipeController - Tentative d'ajout du joueur 1 à l'équipe 1
2024-10-26 21:42:24 INFO  o.k.service.impl.EquipeServiceImpl - Ajout du joueur 1 à l'équipe 1
2024-10-26 21:42:24 INFO  o.k.dao.impl.EquipeDaoImpl - Equipe modifiée avec l'ID: 1
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - Player added to the team successfully (if both existed).
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - Team Menu:
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 1. Create a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all teams
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 6. Add a player to a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 7. Remove a player from a team
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:42:24 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - Main Menu:
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - 1. Player Management
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - 2. Team Management
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - 3. Tournament Management
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - 4. Game Management
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quit
2024-10-26 21:42:29 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:42:38 INFO  org.krosmozClash.util.ConsoleLogger - Creating a new tournament
2024-10-26 21:42:38 INFO  org.krosmozClash.util.ConsoleLogger - Enter the tournament title:
2024-10-26 21:42:44 INFO  org.krosmozClash.util.ConsoleLogger - Enter the game ID for this tournament:
2024-10-26 21:42:50 INFO  org.krosmozClash.util.ConsoleLogger - Enter the start date (format: dd/MM/yyyy):
2024-10-26 21:43:07 INFO  org.krosmozClash.util.ConsoleLogger - Enter the end date (format: dd/MM/yyyy):
2024-10-26 21:43:26 INFO  org.krosmozClash.util.ConsoleLogger - Enter the expected number of spectators:
2024-10-26 21:43:31 INFO  org.krosmozClash.util.ConsoleLogger - Enter the average match duration (in minutes):
2024-10-26 21:43:38 INFO  org.krosmozClash.util.ConsoleLogger - Enter the ceremony time (in minutes):
2024-10-26 21:43:46 INFO  org.krosmozClash.util.ConsoleLogger - Enter the break time between matches (in minutes):
2024-10-26 21:43:54 INFO  o.k.controller.TournoiController - Tentative de création d'un nouveau tournoi: DOFUS
2024-10-26 21:43:54 INFO  o.k.service.impl.JeuServiceImpl - Recherche du jeu avec l'ID: 1
2024-10-26 21:44:26 INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-10-26 21:44:26 INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.6.15.Final
2024-10-26 21:44:27 INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-10-26 21:44:27 INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2024-10-26 21:44:27 INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-10-26 21:44:28 INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-10-26 21:44:28 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-10-26 21:44:28 INFO  org.krosmozClash.MainApp - H2 Console URL: http://192.168.1.14:8082
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - Main Menu:
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - 1. Player Management
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - 2. Team Management
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - 3. Tournament Management
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - 4. Game Management
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - 0. Quit
2024-10-26 21:44:28 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - Player Menu:
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 1. Register a player
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 2. Edit a player
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 3. Delete a player
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 4. View a player
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 5. View all players
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 6. View players in a team
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - 0. Return to main menu
2024-10-26 21:44:31 INFO  org.krosmozClash.util.ConsoleLogger - Choose an option:
